lon,lat,urban,region,n_births
-16.231634,14.668276,1,1,28
-16.231324,15.626048,1,1,32
-16.230319,14.716753,0,1,40
-16.229759,15.614418,1,1,68
-16.229619,14.664803,1,1,38
-16.229503,14.530869,0,1,78
-16.229412,14.629717,1,1,25
-16.227508,15.635446,1,1,30
-16.227473,14.650666,1,1,52
-16.22643,13.910567,0,1,115
-16.226262,12.925326,0,1,12
-16.226126,12.8037,1,1,67
-16.225118,15.612092,1,1,66
-16.224929,13.012635,0,1,20
-16.224677,12.817549,1,1,14
-16.224297,12.811329,1,1,18
-16.221355,12.805652,0,1,18
-16.221322,14.634402,1,1,51
-16.219047,15.617869,1,1,57
-16.217937,12.819828,1,1,17
-16.216521,15.609075,1,1,34
-16.216102,15.605721,1,1,67
-16.215887,13.91642,0,1,78
-16.214325,15.62831,1,1,23
-16.213375,12.845142,0,1,37
-16.212768,15.635418,1,1,41
-16.212655,14.650633,1,1,33
-16.208229,14.846557,0,1,62
-16.205915,15.614961,1,1,20
-16.205203,14.653793,1,1,65
-16.199813,15.632372,1,1,55
-16.193586,13.707608,0,1,130
-16.190985,14.912838,0,1,80
-16.19008,15.568631,0,1,40
-16.188922,14.494545,0,1,77
-16.181549,14.879593,0,1,11
-16.18151,13.931223,0,1,116
-16.177652,15.321872,0,1,65
-16.175156,14.016429,0,1,104
-16.172619,14.589788,0,1,79
-16.170678,14.435242,0,1,84
-16.170589,14.194469,0,1,25
-16.168674,14.21708,0,1,75
-16.167955,13.958939,0,1,36
-16.167311,12.860149,0,1,27
-16.165261,12.94966,0,1,39
-16.161534,14.796448,0,1,43
-16.159309,15.421703,0,1,109
-16.15924,15.86249,0,1,39
-16.149582,16.29514,0,1,98
-16.148938,14.073735,0,1,68
-16.145771,15.621571,0,1,123
-16.143774,12.876673,0,1,55
-16.143648,15.397111,0,1,34
-16.14044,15.648675,0,1,105
-16.134848,14.351021,0,1,76
-16.134155,14.548129,0,1,20
-16.133252,14.059268,0,1,53
-16.133166,14.248519,0,1,46
-16.132934,14.709984,0,1,75
-16.13269,13.985205,0,1,76
-16.132424,16.273734,0,1,17
-16.131505,14.570342,0,1,23
-16.113571,15.23005,0,1,104
-16.107985,13.971907,0,1,132
-16.103273,14.161648,1,1,24
-16.097891,14.145299,1,1,6
-16.097073,12.591646,0,1,31
-16.096929,15.226863,0,1,50
-16.09585,12.751734,0,1,21
-16.094857,14.155832,1,1,21
-16.094572,14.158825,1,1,15
-16.094109,14.155207,1,1,46
-16.093981,14.500462,0,1,22
-16.092982,15.057571,0,1,24
-16.091134,14.140716,1,1,49
-16.091043,14.15115,1,1,49
-16.089463,14.153671,1,1,44
-16.08475,14.24424,0,1,28
-16.083872,14.133473,1,1,31
-16.082854,14.496207,1,1,28
-16.081387,15.028423,0,1,30
-16.079953,14.142779,1,1,15
-16.077207,14.140412,1,1,32
-16.076288,13.856085,0,1,24
-16.076142,13.796957,0,1,29
-16.075004,14.130818,1,1,10
-16.074575,14.156663,1,1,52
-16.073289,14.151988,1,1,49
-16.072227,14.160463,1,1,58
-16.072167,15.793772,0,1,18
-16.072058,14.161517,1,1,50
-16.071549,14.494563,1,1,60
-16.070083,14.153171,1,1,32
-16.069895,14.163988,1,1,21
-16.068543,15.01432,0,1,70
-16.068485,14.49074,1,1,39
-16.067726,14.143212,1,1,36
-16.067095,14.165217,1,1,92
-16.064608,15.405556,0,1,23
-16.064192,14.159418,1,1,18
-16.063577,14.16373,1,1,81
-16.062281,14.147679,1,1,25
-16.0616,14.134177,1,1,50
-16.051583,14.155978,1,1,45
-16.051168,13.865293,0,1,64
-16.04898,13.985306,0,1,50
-16.048223,14.14431,1,1,44
-16.044827,14.939929,0,1,101
-16.040221,13.643271,0,1,85
-16.035936,12.815523,0,1,55
-16.03562,12.622263,0,1,48
-16.035541,15.661615,0,1,90
-16.031848,15.720165,0,1,43
-16.017853,13.908548,0,1,131
-16.016031,13.788053,0,1,44
-16.014863,13.787228,0,1,121
-16.011313,16.348596,0,1,63
-15.994935,13.771173,0,1,67
-15.993769,14.666188,0,1,81
-15.99361,13.953377,0,1,22
-15.991044,12.958425,0,1,72
-15.989064,16.479906,0,1,55
-15.987677,13.890039,0,1,105
-15.985225,14.760738,0,1,24
-15.977503,12.668999,0,1,110
-15.976247,13.757344,0,1,117
-15.975007,12.825161,1,1,75
-15.973158,14.608333,0,1,75
-15.970351,15.49577,0,1,130
-15.969038,14.340408,0,1,21
-15.964171,13.61648,0,1,92
-15.961184,14.262217,1,1,42
-15.9571,12.939249,0,1,30
-15.953454,14.062907,0,1,55
-15.947221,13.839329,0,1,75
-15.943239,14.271731,1,1,25
-15.94238,15.621654,0,1,59
-15.940249,14.267426,1,1,10
-15.940047,12.77661,0,1,96
-15.939531,12.563309,0,1,50
-15.934451,16.185796,0,1,32
-15.933308,14.478885,0,1,70
-15.932921,14.833389,0,1,56
-15.932882,13.910317,1,1,40
-15.930594,14.844893,0,1,69
-15.928995,12.988276,0,1,45
-15.927006,14.537674,0,1,38
-15.917691,13.916414,1,1,67
-15.91749,14.877339,0,1,89
-15.916949,14.817254,0,1,16
-15.914658,14.819781,1,1,44
-15.913147,13.927313,1,1,26
-15.912384,12.771831,0,1,26
-15.910983,15.563877,0,1,65
-15.910017,14.868932,0,1,97
-15.908505,15.973573,0,1,71
-15.904409,14.801547,1,1,25
-15.904359,14.895672,0,1,66
-15.90329,14.805804,1,1,17
-15.9019,14.807807,1,1,53
-15.900864,14.855013,0,1,34
-15.899268,14.806842,1,1,56
-15.896232,14.824623,1,1,49
-15.894947,14.861648,0,1,120
-15.894147,15.094044,0,1,98
-15.893229,14.858086,0,1,44
-15.893138,14.842171,0,1,70
-15.892564,14.857576,0,1,26
-15.892264,14.479578,0,1,91
-15.891613,14.849793,0,1,30
-15.891258,12.572054,1,1,59
-15.89013,13.981664,0,1,131
-15.887804,12.571945,1,1,34
-15.887415,14.839026,0,1,70
-15.885182,14.811249,0,1,16
-15.884636,14.856974,0,1,123
-15.884395,14.82656,0,1,58
-15.883007,15.347028,0,1,33
-15.880796,14.874668,0,1,49
-15.877144,12.564377,1,1,21
-15.876045,14.887545,0,1,39
-15.875994,12.566715,1,1,55
-15.874846,14.88597,0,1,93
-15.874734,14.881486,0,1,65
-15.87385,14.893264,0,1,70
-15.871947,14.862779,0,1,25
-15.871877,14.855781,0,1,103
-15.870229,14.82809,0,1,32
-15.869486,13.817285,0,1,42
-15.868994,16.185923,0,1,97
-15.866138,14.832628,0,1,111
-15.865626,14.858159,0,1,4
-15.864545,13.766964,0,1,69
-15.859534,13.861367,0,1,170
-15.858925,14.931438,0,1,66
-15.858221,15.461168,0,1,59
-15.857139,14.354757,0,1,132
-15.853527,14.86605,0,1,33
-15.852442,15.488814,0,1,50
-15.85068,14.866102,0,1,83
-15.845139,13.963121,0,1,111
-15.844678,13.900442,0,1,141
-15.84395,12.633546,0,1,81
-15.843797,14.883475,0,1,91
-15.843411,14.87286,0,1,81
-15.84298,15.575406,0,1,52
-15.840089,14.896583,0,1,45
-15.831386,12.558277,0,1,75
-15.828281,14.881032,0,1,54
-15.82382,14.856421,0,1,53
-15.823152,14.921032,0,1,33
-15.819871,12.753798,0,1,101
-15.812312,16.49836,1,1,32
-15.811247,12.726716,0,1,80
-15.810532,13.644716,0,1,35
-15.809911,16.493268,1,1,99
-15.804041,16.385541,0,1,59
-15.803038,16.284874,0,1,92
-15.789296,14.588272,0,1,91
-15.786248,13.750656,1,1,69
-15.782533,13.757916,1,1,47
-15.778242,13.690749,0,1,118
-15.776315,12.552516,0,1,77
-15.774978,13.756452,1,1,31
-15.769845,14.121011,0,1,88
-15.769773,14.123687,0,1,31
-15.768037,14.028903,0,1,98
-15.765961,13.686285,0,1,103
-15.748328,13.980262,0,1,83
-15.746197,14.526435,0,1,25
-15.738874,16.393187,0,1,89
-15.736302,12.531723,0,1,32
-15.732159,14.138061,1,1,59
-15.732092,13.21478,0,1,46
-15.723365,12.991416,0,1,59
-15.717349,16.421264999999998,0,1,31
-15.716358,16.44972,1,1,75
-15.714173,14.907602,0,1,13
-15.70952,16.458216,1,1,28
-15.708186,14.386084,0,1,93
-15.70726,14.199798,0,1,54
-15.699314,16.457981,1,1,55
-15.69274,12.52423,0,1,87
-15.690408,13.98624,0,1,81
-15.689978,16.406258,0,1,49
-15.689749,16.460264,1,1,29
-15.687777,14.656952,0,1,50
-15.684442,16.456832,1,1,55
-15.680473,14.529404,0,1,71
-15.679816,13.617216,0,1,37
-15.678765,16.470512,1,1,22
-15.676435,16.461129,1,1,48
-15.670215,15.439287,0,1,52
-15.669518,16.467139,1,1,32
-15.666746,13.744627,0,1,117
-15.663987,13.869736,0,1,43
-15.661772,12.624365,0,1,85
-15.660036,14.176142,0,1,90
-15.656163,13.592012,0,1,127
-15.650157,12.603563,0,1,112
-15.641432,14.022068,0,1,46
-15.641325,13.062092,1,1,75
-15.640595,13.025789,0,1,24
-15.640415,14.345535,0,1,86
-15.630168,13.624031,0,1,112
-15.629397,14.051199,0,1,84
-15.629072,13.288092,0,1,60
-15.628489,13.835122,0,1,80
-15.607802,13.941041,0,1,85
-15.605312,12.518558,0,1,81
-15.604338,12.898287,0,1,30
-15.604017,15.424882,0,1,66
-15.603391,12.861553,0,1,89
-15.595988,13.966849,0,1,92
-15.595987,14.396058,0,1,115
-15.594991,14.14181,0,1,70
-15.588878,12.535041,0,1,59
-15.586319,13.848921,0,1,158
-15.585396,13.775333,0,1,114
-15.579721,13.747175,0,1,26
-15.579367,12.595186,0,1,162
-15.575933,12.459871,0,1,18
-15.5755,12.661639,0,1,33
-15.571587,12.710925,1,1,19
-15.569929,12.715673,1,1,15
-15.569254,12.948178,0,1,66
-15.566889,12.709944,1,1,56
-15.564169,15.415364,0,1,32
-15.56415,14.426142,0,1,67
-15.563877,16.183995,0,1,64
-15.555843,12.706742,1,1,33
-15.555806,12.698668,1,1,63
-15.554217,16.488369,0,1,25
-15.553743,12.700335,1,1,68
-15.552694,14.126828,1,1,58
-15.549868,14.087985,0,1,81
-15.548507,14.090188,1,1,39
-15.548400000000001,13.72672,0,1,102
-15.546564,13.081639,0,1,110
-15.54561,14.112128,1,1,81
-15.545484,12.616036,0,1,105
-15.541955,14.167642,0,1,103
-15.539105,13.027605,0,1,119
-15.535857,14.102134,1,1,54
-15.534983,15.437175,0,1,27
-15.534026,14.09275,1,1,26
-15.530179,14.115673,1,1,37
-15.528866,14.292715,0,1,59
-15.511869,13.279296,0,1,44
-15.509581,12.781869,0,1,117
-15.507006,16.536945,1,1,69
-15.506682,12.826337,0,1,113
-15.505856,16.514597,1,1,38
-15.503909,16.517841,1,1,15
-15.50255,14.36344,0,1,94
-15.502469,14.090793,0,1,67
-15.50162,12.759438,0,1,73
-15.496069,13.82433,0,1,88
-15.495783,13.301338,0,1,94
-15.493933,16.521909,1,1,85
-15.492192,13.707338,0,1,176
-15.491209,16.039338,0,1,32
-15.488641,14.47872,0,1,26
-15.484649,15.35365,1,1,53
-15.482013,14.283109,0,1,95
-15.481707,15.358821,1,1,16
-15.476074,15.346351,1,1,12
-15.475076,15.362752,1,1,49
-15.473644,12.543713,0,1,121
-15.473584,15.345497,1,1,36
-15.468689,13.069808,0,1,43
-15.453041,16.578348,1,1,52
-15.449118,15.981649,0,1,54
-15.448202,15.522819,0,1,52
-15.44693,16.572284,0,1,60
-15.438888,12.68058,0,1,70
-15.433494,13.336926,0,1,29
-15.426525,13.954246,0,1,97
-15.424292,12.658437,1,1,54
-15.422795,15.1799,0,1,64
-15.404287,16.520738,0,1,80
-15.391825,12.665669,0,1,34
-15.390985,15.653798,0,1,52
-15.390694,13.043625,0,1,73
-15.376346,13.963824,0,1,61
-15.37512,12.902416,0,1,102
-15.371999,14.398222,0,1,115
-15.364956,14.668277,0,1,92
-15.363252,15.920686,0,1,12
-15.359861,15.450457,0,1,19
-15.334913,12.682606,0,1,50
-15.31641,14.824897,0,1,99
-15.309279,14.695164,0,1,44
-15.308374,13.942105,0,1,89
-15.30553,16.434509,0,1,43
-15.29062,14.628124,0,1,78
-15.288469,13.936547,0,1,81
-15.254801,13.854423,0,1,57
-15.251341,14.902553,0,1,30
-15.240795,15.124387,0,1,63
-15.237472,14.015467,0,1,44
-15.237062,13.36642,0,1,41
-15.233547,14.084532,0,1,101
-15.198156000000001,14.291016,0,1,82
-15.175324,12.792269,0,1,75
-15.167364,12.723995,0,1,75
-15.166132,16.53866,0,1,71
-15.16397,14.927683,0,1,54
-15.153875,14.041197,0,1,53
-15.152122,13.993111,0,1,133
-15.146352,13.98845,0,1,152
-15.129185,13.937605,0,1,49
-15.128536,13.535383,0,1,29
-15.124461,13.519902,0,1,121
-15.115719,13.996159,0,1,85
-15.114995,14.338173,0,1,98
-15.114519,13.995559,0,1,26
-15.10597,12.794095,0,1,137
-15.105876,12.76723,0,1,29
-15.105426,15.397629,1,1,12
-15.104549,13.033798,0,1,76
-15.095617,15.393544,1,1,52
-15.084163,16.505195,0,1,34
-15.075892,13.189036,0,1,72
-15.064197,12.800152,0,1,86
-15.030174,14.034897,0,1,43
-15.026542,13.252368,0,1,149
-15.020543,16.498951,0,1,54
-15.009875,14.853271,0,1,20
-15.006549,16.625111,0,1,46
-15.006293,16.585594,1,1,78
-14.992258,13.945185,0,1,39
-14.964944,12.958318,0,1,38
-14.956988,14.264493,0,1,84
-14.950688,12.899281,0,1,44
-14.94554,12.890384,1,1,20
-14.944905,12.909821,1,1,69
-14.944606,12.918787,1,1,26
-14.943683,12.909202,1,1,24
-14.94316,13.916313,0,1,145
-14.938525,12.892391,1,1,15
-14.93785,12.900201,1,1,38
-14.937126,12.87828,1,1,25
-14.936854,12.888987,1,1,39
-14.935608,12.89898,1,1,60
-14.93402,12.897965,1,1,48
-14.933519,12.906298,1,1,33
-14.928252,12.868378,1,1,61
-14.920648,16.346854,0,1,11
-14.916106,12.887121,1,1,45
-14.915209,12.758099,0,1,158
-14.914161,13.844227,0,1,76
-14.898695,16.488415,0,1,68
-14.871969,13.95758,0,1,53
-14.863452,13.027072,0,1,89
-14.854853,12.972531,0,1,91
-14.848513,14.283348,0,1,53
-14.827398,15.81914,0,1,35
-14.815347,13.957969,1,1,40
-14.812913,16.589837,0,1,39
-14.812205,16.523041,0,1,44
-14.807739,13.963158,1,1,56
-14.807101,16.462669000000002,0,1,16
-14.804823,13.991054,1,1,63
-14.803526,16.539828,0,1,63
-14.800652,13.98701,1,1,32
-14.7971,13.649403,0,1,42
-14.782824,13.98207,1,1,51
