lon,lat,urban,region,n_births
-0.82960669584,12.3477184971,0,1,18
-0.829281,9.378788,1,1,46
-0.829129,10.000906,0,1,24
-0.82873,6.089821,1,1,42
-0.824637,5.45208,0,1,25
-0.823345,10.152297,0,1,28
-0.822581,9.454949,0,1,6
-0.817643,9.619032,1,1,57
-0.816451,10.757111,0,1,27
-0.815987,5.300916,0,1,50
-0.814886,13.167687,0,1,34
-0.814767,12.826217,0,1,56
-0.814666,11.034025,0,1,35
-0.814314,13.639216,0,1,39
-0.809787,14.026053,0,1,70
-0.808439,10.33815,1,1,52
-0.803843,12.298073,0,1,57
-0.80300263762,11.442929337,0,1,13
-0.802209,5.722526,0,1,43
-0.801857,8.091976,0,1,20
-0.79877952,5.49367793,0,1,6
-0.798008,6.588712,0,1,10
-0.79752,10.935697,0,1,8
-0.795294,6.589175,0,1,34
-0.795154,6.005323,0,1,16
-0.792792,5.846177,0,1,32
-0.791822,10.848695,0,1,16
-0.790541,10.97048,0,1,48
-0.78695631,9.6525428,0,1,16
-0.78648512,5.52142193,0,1,6
-0.786235,5.590925,1,1,9
-0.783099,8.130599,1,1,35
-0.777703,11.509698,0,1,77
-0.773147,6.544403,1,1,19
-0.768636,6.55464,1,1,11
-0.76686396156,12.8930641469,0,1,12
-0.764124,11.752847,0,1,44
-0.76368896234,12.4766331653,0,1,12
-0.763334704861,5.26257811452,1,1,5
-0.763116,5.257578,1,1,11
-0.758292,5.268589,1,1,38
-0.754672,6.633223,1,1,12
-0.753559,11.437972,0,1,61
-0.748984,13.583236,0,1,64
-0.748732,5.493956,0,1,11
-0.74782646413,11.9530596623,0,1,20
-0.74719616,6.5543827,1,1,1
-0.746998,13.38249,0,1,49
-0.74257662701,11.8011322294,0,1,4
-0.7424509,10.24957009,0,1,12
-0.738185547,11.71009446,0,1,15
-0.73791121408,13.8617924892,0,1,22
-0.737722,5.509943,0,1,10
-0.735323,10.761936,0,1,44
-0.735047273531,5.77314225189,0,1,7
-0.7343207965,12.9630901423,0,1,21
-0.7325109,10.78451426,0,1,8
-0.731266,10.741202,0,1,13
-0.731029,11.789239,0,1,27
-0.729696,12.248691,0,1,74
-0.727644,10.847542,0,1,28
-0.725729,5.501529,0,1,44
-0.72543013096,12.2663278427,0,1,7
-0.7249494,9.4529812,0,1,5
-0.72242,12.880258,0,1,27
-0.718387,5.59911,0,1,12
-0.71639627,6.38188915,0,1,7
-0.71443315417,11.7807962217,0,1,8
-0.71440373386,12.0321542957,0,1,12
-0.713387,5.913022,0,1,10
-0.712399,14.608462,0,1,72
-0.711814,5.55016,0,1,8
-0.71148871304,11.3323189162,0,1,5
-0.71097043441,11.3914163604,0,1,13
-0.707836,5.549864,1,1,27
-0.706952,5.523954,1,1,25
-0.70562479168,12.1662471635,0,1,15
-0.703546,7.689684,0,1,29
-0.701351,14.764099,0,1,46
-0.700474,5.94169,0,1,47
-0.698449,5.529939,1,1,11
-0.697035,11.379064,0,1,47
-0.694926,7.729985,1,1,18
-0.693099,11.83455,0,1,45
-0.69078735,5.53064891,1,1,4
-0.688929,8.218042,0,1,22
-0.68662727,16.94541829,1,1,14
-0.68242797,5.87476436,1,1,3
-0.68098693114,13.1086618101,0,1,30
-0.67912102,6.18036455,0,1,7
-0.67478,5.649393,0,1,69
-0.674338,7.720464,1,1,2
-0.672096,14.354198,0,1,41
-0.671995,5.861162,1,1,29
-0.66694237,8.36280519,0,1,10
-0.664253,10.661811,0,1,40
-0.663666,5.550134,1,1,4
-0.66244001,5.56266062,1,1,3
-0.65764655274,11.2030123465,0,1,13
-0.655307,11.771479,0,1,55
-0.65432703,6.21605142,1,1,1
-0.653391,5.846672,1,1,3
-0.65314589,8.21138709,1,1,6
-0.65127962131,12.3171951387,0,1,15
-0.648306,12.325955,0,1,58
-0.64661776,6.13917741,0,1,4
-0.64474874,10.66576323,0,1,7
-0.64439269,6.15798978,0,1,2
-0.64424033,5.89471377,0,1,3
-0.641926,9.879886,0,1,14
-0.638268,9.903436,0,1,85
-0.636008,5.593991,1,1,19
-0.635913,12.206242,1,1,60
-0.63330146,6.22266983,1,1,5
-0.630286,5.331395,1,1,25
-0.62469994,6.14902731,1,1,2
-0.621687,13.926065,0,1,71
-0.62109115,5.33787734,1,1,1
-0.620846,5.348056,1,1,16
-0.61928444753,12.3423834021,0,1,13
-0.618729,12.018881,0,1,65
-0.618368,5.342873,1,1,8
-0.617326,5.752608,0,1,6
-0.616217,6.220395,0,1,10
-0.61504367976,12.0408806674,0,1,27
-0.614247,12.255739,1,1,52
-0.612522,10.79355,0,1,14
-0.612413,12.250447,1,1,45
-0.610924,12.783068,0,1,47
-0.60769921,8.12294411,0,1,12
-0.60618513017,11.142037268,0,1,14
-0.60503572704,11.8263721759,0,1,7
-0.60399508054,12.2972464359,0,1,14
-0.600214,6.746655,0,1,7
-0.595966,14.35238,0,1,51
-0.59547952,9.57111171,0,1,14
-0.594341,11.120297,0,1,43
-0.59293981592,12.6683395992,0,1,7
-0.58872520091,11.3367605783,0,1,10
-0.588096,11.361044,0,1,48
-0.583526,11.320427,0,1,53
-0.57891,6.308755,1,1,17
-0.57889,9.599729,0,1,20
-0.576731,12.696637,1,1,34
-0.56968,11.183358,0,1,35
-0.569196,11.79052,1,1,47
-0.567755,5.57275,0,1,41
-0.565937,5.683326,1,1,4
-0.564943,5.480611,0,1,41
-0.564856,11.792843,1,1,42
-0.56247158,5.96623426,0,1,1
-0.557655,10.986208,0,1,15
-0.55664582,10.89942013,0,1,6
-0.553929,8.151265,0,1,21
-0.54868199094,12.0963655423,0,1,15
-0.545937,6.067531,0,1,13
-0.545125106542,10.9622215669,0,1,7
-0.543795,6.392155,1,1,10
-0.5429628147,12.9819599877,0,1,13
-0.54116111317,13.129440375,0,1,21
-0.54101829013,14.0157843362,0,1,19
-0.539465,5.80303,0,1,38
-0.53869001,5.94862817,0,1,9
-0.53349726,8.54850642,1,1,8
-0.53299281,7.54815075,0,1,8
-0.53157413,5.97381232,1,1,3
-0.530072,10.971025,0,1,14
-0.526861,8.463161,0,1,71
-0.52558202,6.06170116,0,1,6
-0.523012,5.902272,0,1,41
-0.522439,10.858309,0,1,11
-0.518686,5.91711,0,1,9
-0.51545579,8.71887639,0,1,10
-0.514795,12.128236,0,1,82
-0.51103,12.081043,0,1,63
-0.50973339,15.66658389,0,1,29
-0.508271,5.400221,1,1,27
-0.504341,10.854313,0,1,47
-0.50227442,15.66817455,1,1,19
-0.50196888158,14.364102834,0,1,10
-0.501525,5.539783,0,1,21
-0.500658,6.395667,0,1,7
-0.499441,5.840308,0,1,4
-0.49611,10.946011,1,1,13
-0.49317626,6.77923539,0,1,1
-0.49311739144,12.7768641982,0,1,15
-0.49077644,15.52005911,0,1,34
-0.489126,10.932138,0,1,15
-0.485131,10.928104,1,1,34
-0.48189619,5.60550293,0,1,7
-0.478616,5.806579,1,1,36
-0.478091,6.204261,0,1,21
-0.476786,6.320957,0,1,20
-0.475788,5.558925,1,1,42
-0.474611,13.126832,0,1,54
-0.471637,5.512898,1,1,26
-0.470765,12.991244,0,1,21
-0.470256,10.927637,0,1,12
-0.46822,10.938872,1,1,9
-0.46047613146,11.7619515792,0,1,11
-0.459484,14.536416,0,1,42
-0.459292,11.825634,0,1,49
-0.45874459688,13.5193024432,0,1,21
-0.455815,13.996752,0,1,57
-0.45486,5.544503,1,1,28
-0.450823,6.044893,1,1,9
-0.44883805079,11.897080226,0,1,13
-0.448016,6.034106,1,1,16
-0.447134,11.619531,0,1,67
-0.44571933764,12.2056218945,0,1,9
-0.443407,12.403809,0,1,64
-0.44322395,5.81365786,0,1,2
-0.44316176,10.21181706,0,1,11
-0.44276769151,12.2184609364,1,1,14
-0.44184981934,12.2698866939,1,1,10
-0.439513,9.934685,1,1,15
-0.438764,12.252588,1,1,24
-0.433164,10.978574,0,1,16
-0.43312756,10.21577977,0,1,10
-0.430897,8.163026,0,1,36
-0.427937,12.220476,1,1,42
-0.425483,6.258214,1,1,16
-0.424216,6.573411,0,1,39
-0.419454,12.258215999999999,1,1,53
-0.417793,5.616553,0,1,7
-0.41408755576,11.8399908871,0,1,11
-0.413996,5.503744,1,1,45
-0.412127,12.024756,0,1,33
-0.40992512,15.91607952,1,1,32
-0.409835,11.997972,0,1,49
-0.40788,11.056161,0,1,71
-0.407874,11.815498,1,1,40
-0.407787,10.781609,0,1,36
-0.4077124,5.53410673,1,1,1
-0.406964,12.327382,0,1,59
-0.406674,5.541101,1,1,21
-0.40149483429,11.7739978001,1,1,25
-0.400936,5.793782,0,1,16
-0.396512,5.962418,0,1,12
-0.3964478173,11.6195812247,0,1,25
-0.394608,6.228707,1,1,22
-0.39386128756,12.3193407568,0,1,15
-0.388755,12.25698,1,1,64
-0.385051,10.51049,1,1,13
-0.37695701361,11.7651258017,1,1,3
-0.376584,11.797401,1,1,36
-0.37308945,5.67728585,0,1,5
-0.370009037981,16.9594516307,1,1,2
-0.368609,11.774325,1,1,34
-0.368014,10.485456,1,1,66
-0.366878358,13.6351474,0,1,13
-0.36644,12.618552,0,1,60
-0.364929,13.093646,0,1,44
-0.363904,11.780763,1,1,11
-0.363722,6.381571,1,1,15
-0.363479,6.05569,0,1,24
-0.36220151,6.6524853,0,1,3
-0.36102811,5.59967366,0,1,5
-0.35931154079,12.178760339,1,1,12
-0.35914109298,12.1848065558,1,1,10
-0.358046,13.403679,0,1,54
-0.356797,12.175871,1,1,35
-0.35510748,10.30254347,0,1,9
-0.352792,12.194297,1,1,19
-0.352623,5.810251,1,1,10
-0.351752,5.621034,0,1,35
-0.350639,5.499998,0,1,7
-0.348968,11.502119,0,1,56
-0.34694895287,13.7212057038,0,1,12
-0.344038,11.697207,0,1,47
-0.343899,5.821611,1,1,25
-0.343556,5.554992,1,1,5
-0.34172741691,13.3674954153,0,1,20
-0.3404593919,14.0104483674,0,1,12
-0.33804284728,12.4516914297,0,1,13
-0.33625,5.551723,1,1,30
-0.335856,10.947618,0,1,61
-0.331811,12.172904,1,1,41
-0.33123437,16.87975341,1,1,17
-0.32954385227,13.1102580317,0,1,10
-0.326817,5.522098,1,1,23
-0.32407201,9.45989729,0,1,6
-0.32105083,15.80735752,0,1,30
-0.312614,5.574593,1,1,10
-0.31026,5.654911,0,1,8
-0.308889,11.275982,1,1,45
-0.306472,5.629113,1,1,9
-0.304783,5.574962,1,1,20
-0.303226,11.336221,0,1,55
-0.302798,8.28764986,0,1,6
-0.30228845,5.57492016,1,1,2
-0.301361,11.103745,0,1,57
-0.296541,5.625009,1,1,23
-0.29607665,5.52504079,1,1,3
-0.29490921954,14.0296134693,0,1,7
-0.293475,11.363892,0,1,57
-0.29246968,5.61438004,1,1,1
-0.29216901131,13.6072105471,0,1,16
-0.291018,5.662976,0,1,31
-0.289417,5.637878,1,1,36
-0.288676,13.287746,0,1,43
-0.287414,11.895752,0,1,46
-0.287138613,11.13481499,0,1,15
-0.281415,5.57969,1,1,3
-0.27973349,11.02149155,0,1,8
-0.275039,5.552067,1,1,6
-0.274664,5.745635,0,1,11
-0.274369,10.945918,0,1,35
-0.272668,6.099655,1,1,27
-0.27163768,5.60070258,1,1,3
-0.27097327,5.61872521,1,1,1
-0.26890393,5.6923657,1,1,1
-0.267984,5.565136,1,1,28
-0.26631313,5.55655494,1,1,1
-0.26597014,6.07143336,1,1,3
-0.264157,5.601523,1,1,5
-0.261974,14.42824,0,1,48
-0.26139,5.525769,1,1,20
-0.261387,5.601042,1,1,4
-0.260727,6.091042,1,1,21
-0.260406,5.520871,1,1,6
-0.259672,5.551625,1,1,24
-0.25961093,5.62548553,1,1,3
-0.25848551,9.84228002,0,1,13
-0.258095,5.548993,1,1,26
-0.257758,6.45819,0,1,16
-0.257358,6.096268,1,1,6
-0.256962,5.53234653,1,1,4
-0.25615623,5.61505807,1,1,2
-0.25540047,11.07570536,1,1,6
-0.25531159,5.5565104,1,1,2
-0.252729,5.616851,1,1,19
-0.25272166,5.71295394,0,1,5
-0.252533,5.553735,1,1,14
-0.25048,5.52796,1,1,3
-0.2500146,5.59730591,1,1,2
-0.249902,5.540949,1,1,5
-0.249814,5.584562,1,1,10
-0.24886679,5.60353988,1,1,2
-0.24867495,5.53129714,1,1,2
-0.248096,13.613753,0,1,41
-0.247692,5.58912,1,1,15
-0.24720786,9.87890573,0,1,12
-0.247119,5.613564,1,1,22
-0.24662366,5.52742441,1,1,5
-0.246577,5.647419,1,1,14
-0.245884,5.661618,1,1,7
-0.24578552,5.65737359,1,1,3
-0.245032,14.452468,1,1,45
-0.244514,5.579354,1,1,6
-0.244427,11.063808,1,1,46
-0.244404,5.535298,1,1,23
-0.244029,5.622539,1,1,9
-0.24335955682,12.2133105425,0,1,11
-0.24321,11.964821,0,1,42
-0.24317730421,12.5080067033,0,1,16
-0.24191749,5.55545895,1,1,5
-0.240514,5.56768,1,1,17
-0.239258,5.55847,1,1,5
-0.238606,11.059393,1,1,30
-0.238301,5.610668,1,1,8
-0.238204,5.547353,1,1,5
-0.238172,5.559207,1,1,24
-0.237462,6.083868,1,1,24
-0.237353,6.110204,1,1,7
-0.236346,8.0112,0,1,43
-0.23614511,5.56420882,1,1,4
-0.23536,5.557588,1,1,5
-0.235313,5.585705,1,1,1
-0.23498735,5.62162125,1,1,4
-0.232615,6.887179,0,1,46
-0.231829,11.049629,1,1,37
-0.230569,5.534722,1,1,8
-0.22879,5.57218,1,1,12
-0.228362,8.899212,0,1,16
-0.22621362,5.56021231,1,1,3
-0.226009,5.605954,1,1,16
-0.22575035,16.65987514,0,1,22
-0.225328,5.656948,1,1,20
-0.22508,10.511629,0,1,94
-0.224632,5.601827,1,1,2
-0.22460254867,11.9769298846,0,1,11
-0.223934,5.59396,1,1,25
-0.223749,12.406121,0,1,56
-0.22371854,10.32490313,1,1,12
-0.222754,5.614513,1,1,9
-0.22000484026,14.0158198143,0,1,15
-0.218615,5.544837,1,1,1
-0.217445065875,16.8201011823,0,1,2
-0.217253,5.548626,1,1,24
-0.21627706,5.56978897,1,1,1
-0.215948,11.159782,0,1,59
-0.215002,9.925924,1,1,46
-0.21397367,6.02604892,0,1,1
-0.212773,5.944213,0,1,22
-0.21221672,5.53628418,1,1,2
-0.212141,5.599794,1,1,7
-0.211581,5.578471,1,1,20
-0.21016541,5.58987956,1,1,4
-0.20895274,5.53651972,1,1,1
-0.208519,5.540705,1,1,20
-0.208356,5.538823,1,1,14
-0.207942,5.550633,1,1,5
-0.20646366,5.57059589,1,1,3
-0.205406,5.694414,1,1,43
-0.203981,8.47173,0,1,99
-0.201908,5.55348,1,1,2
-0.20107364,5.58473592,1,1,3
-0.200953,5.57586,1,1,5
-0.199525,5.57936,1,1,4
-0.19731738274,14.4219117513,0,1,15
-0.196942,6.977954,0,1,10
-0.194089,5.594471,1,1,18
-0.193778,7.008355,0,1,22
-0.19332652,6.71441289,0,1,10
-0.19275585044,13.2741854175,0,1,11
-0.192544,12.601785,0,1,93
-0.192195,11.956882,0,1,46
-0.19112999,5.58338326,1,1,1
-0.190803,10.970069,0,1,27
-0.190074,5.591425,1,1,12
-0.189446,5.587754,1,1,27
-0.18657714,5.54600786,1,1,1
-0.18503228,6.05244754,1,1,4
-0.184348,5.589339,1,1,4
-0.183356,5.569324,1,1,4
-0.18210781,5.59512167,1,1,5
-0.181539,5.664805,1,1,12
-0.181371,5.671261,1,1,7
-0.179891,5.576186,1,1,15
-0.178987,13.401049,0,1,50
-0.177975,5.678378,1,1,21
-0.17729,6.425496,0,1,4
-0.17688117,9.98171146,0,1,11
-0.17659681,6.09805065,0,1,5
-0.175037,5.939238,0,1,13
-0.174933,9.474962,0,1,28
-0.173358,13.875668,0,1,40
-0.171968,5.831455,1,1,9
-0.17180636,5.73853802,1,1,4
-0.171512,5.628638,1,1,35
-0.17079031266,14.1045707511,0,1,16
-0.168313,5.584236,1,1,8
-0.168271,14.3247,0,1,40
-0.166089,5.819753,0,1,10
-0.162382,5.564213,1,1,12
-0.161299,5.67831,1,1,10
-0.16086328,5.55543142,1,1,1
-0.15609905,5.56321357,1,1,4
-0.155169,5.5822666,1,1,4
-0.15300173,5.56695592,1,1,3
-0.151667,5.592808,1,1,45
-0.151621,12.970648,1,1,23
-0.151343,5.567143,1,1,24
-0.15008772,16.56771469,0,1,53
-0.14982355695,14.3327610556,0,1,3
-0.14897808,17.39550586,0,1,13
-0.145988,5.74859,0,1,29
-0.144407,5.57215,1,1,4
-0.142805,9.578506,0,1,51
-0.137746,7.06321,0,1,25
-0.13772527,5.5875407,1,1,4
-0.13764619,5.64365502,1,1,1
-0.136714,5.929419,0,1,11
-0.13583023,10.98011717,0,1,9
-0.13498,6.218562,0,1,6
-0.132581,13.783894,0,1,66
-0.13164423505,12.0770144468,0,1,16
-0.13040211,10.98840881,0,1,15
-0.130199,12.991776,1,1,62
-0.126676,13.086207,0,1,78
-0.12629861,5.99911651,0,1,5
-0.121187,6.085881,0,1,45
-0.120538,5.594678,1,1,3
-0.120333,6.221854,0,1,18
-0.119956,5.583869,1,1,6
-0.11886690689,14.7423460071,0,1,14
-0.11178,14.186279,0,1,54
-0.11056,11.077399,1,1,57
-0.11053766,5.58418788,1,1,6
-0.110424,12.46464,0,1,54
-0.11014,5.603934,1,1,30
-0.10961517887,12.6491744301,0,1,20
-0.10728633,5.58170691,1,1,1
-0.106487,10.828064,0,1,49
-0.105796,5.577422,1,1,20
-0.10366861,5.98755467,1,1,3
-0.10148,8.439356,0,1,25
-0.098534,5.58873,1,1,5
-0.09674979,10.85421974,0,1,11
-0.095277,5.601988,1,1,2
-0.09353006,6.03051864,0,1,2
-0.09014078,5.60811376,1,1,1
-0.08818964,10.62997151,0,1,10
-0.08703496206,12.352264233,0,1,14
-0.085602,14.86258,0,1,37
-0.080867,7.041472,1,1,34
-0.0797074116632,16.4710259199,0,1,4
-0.078959,5.615306,1,1,11
-0.077645,13.092391,0,1,70
-0.07700787,16.36882185,0,1,23
-0.07374,5.59353882,1,1,1
-0.070706,10.525818,0,1,17
-0.069306,10.896973,0,1,71
-0.069205,5.922917,1,1,23
-0.067945,8.807827,0,1,21
-0.063037,6.260237,0,1,28
-0.056414,6.208188,0,1,12
-0.054754,11.897956,0,1,60
-0.04991635,6.05779728,0,1,6
-0.048887,8.172638,1,1,30
-0.04610997879,13.0920708833,0,1,21
-0.04509274,5.68682657,1,1,8
-0.04386432,6.06170888,0,1,6
-0.04372885,16.26663229,1,1,17
-0.0436621221015,16.2418051612,1,1,1
-0.04365573,16.07759342,0,1,56
-0.041595,5.692074,1,1,14
-0.039772,9.011417,0,1,64
-0.039002,13.677286,0,1,34
-0.03726243,16.24480221,1,1,19
-0.03714325,16.29300428,1,1,31
-0.03653426346,12.9980838569,0,1,16
-0.0359623064074,16.3189170108,0,1,5
-0.035525,5.655886,1,1,12
-0.035058,5.6311,1,1,13
-0.03402127,6.13120111,0,1,4
-0.03371638,5.70186528,1,1,1
-0.03358021,16.17380873,0,1,31
-0.03318018,5.68585659,1,1,3
-0.032469,5.701733,1,1,38
-0.03188451,16.30023564,1,1,27
-0.03138014245,11.8229704508,0,1,21
-0.031173,5.657558,0,1,4
-0.030804,5.696196,1,1,10
-0.030608,14.043953,1,1,26
-0.02982686044,14.0271888764,1,1,8
-0.029125,13.996508,1,1,37
-0.02901,6.08352,1,1,13
-0.0281036,16.27886566,1,1,31
-0.027497,5.682693,1,1,16
-0.025185,14.038373,1,1,19
-0.02192401,16.28425604,1,1,23
-0.021814,5.70451,1,1,10
-0.021479,5.616586,1,1,8
-0.021167,10.580248,0,1,18
-0.020962,10.426702,0,1,30
-0.02008378,5.65268885,1,1,3
-0.017339,5.677208,1,1,1
-0.0157344,9.45939262,1,1,2
-0.015661,6.086361,1,1,4
-0.01556249935,13.782133227,0,1,4
-0.012629,9.427217,1,1,19
-0.00616135,5.77266896,0,1,5
-0.00492449825,14.588521493,0,1,19
-0.00445,11.604378,0,1,39
-0.00335411,11.06665635,0,1,16
-0.002787,6.922908,0,1,50
-0.002687,9.443121,1,1,16
4.4186e-4,5.67752985,1,1,1
0.00269112652,12.0112045092,0,1,6
0.005199,5.644627,1,1,8
0.005823,8.554702,1,1,67
0.00762759,5.63989416,1,1,1
0.00823146304,12.2381406858,0,1,14
0.008698,8.101186,0,1,52
0.00934187,8.64151522,1,1,10
0.0100572,8.69837843,0,1,17
0.01230359303,11.503099524,0,1,7
0.01237,5.648939,1,1,6
0.013955,6.149024,1,1,7
0.01395583,6.16694811,1,1,2
0.015057,11.09758,1,1,46
0.01578439,6.15219564,0,1,3
0.01813733881,14.0347126112,1,1,12
0.018706,10.739084,0,1,88
0.01964,10.81889,0,1,135
0.02137500512,11.3360038601,0,1,21
0.022525,5.644931,1,1,21
0.023831,10.870696,0,1,107
0.025784,8.503337,0,1,20
0.027592,11.089105,0,1,87
0.02853997,5.64956054,1,1,3
0.0304963193658,5.64903104073,1,1,4
0.033555,11.254255,0,1,41
0.03447485816,14.9390884362,0,1,8
0.034848,11.391082,0,1,44
0.035686,8.380103,0,1,17
0.036727,12.082664,0,1,61
0.038188,10.554068,0,1,89
0.039373,12.176315,0,1,76
0.039726,6.279927,0,1,29
0.041253,5.691434,1,1,15
0.04262101,6.1648992,0,1,5
0.045813,9.982461,0,1,133
0.049962,5.686134,1,1,12
0.05061856,5.71479802,1,1,2
0.055588,6.151921,1,1,33
0.055598,11.021891,0,1,99
0.055815,6.277704,1,1,27
0.05604814,7.80666436,1,1,3
0.057754,7.045812,0,1,9
0.059637,8.853852,1,1,9
0.061775,9.151255,0,1,121
0.06275,7.937952,0,1,27
0.068627,11.689309,0,1,67
0.06887713,6.2752313,0,1,1
0.07346,10.596287,0,1,69
0.076757,6.226554,0,1,9
0.077,8.807,0,1,93
0.083308,12.127459,0,1,73
0.086903,12.998236,0,1,70
0.087815,6.244638,1,1,4
0.0878931278833,16.0836114139,0,1,1
0.089241,14.033615,0,1,59
0.08963338138,11.1498186983,0,1,12
0.09992557911,11.7551837974,0,1,8
0.10200961882,12.9647300686,0,1,12
0.102632,10.81343,0,1,108
0.10302073,8.00754627,0,1,6
0.105907,11.578485,0,1,53
0.1060509004,13.3526846211,0,1,10
0.10949,5.710118,1,1,22
0.110291,10.969825,0,1,64
0.11059151,5.71361458,1,1,6
0.11758086514,12.0625398441,0,1,14
0.122144,13.329245,0,1,57
0.12661273,15.98342669,0,1,26
0.127765,10.691889,0,1,66
0.131078,9.712389,0,1,81
0.134085,10.539043,0,1,59
0.137175,11.173461,0,1,54
0.140244,13.965912,0,1,46
0.143704,14.561391,0,1,51
0.149707,8.054844,0,1,38
0.150627,8.679028,0,1,32
0.155648363696,10.4405285478,0,1,10
0.15617109582,12.7324851435,0,1,16
0.161061859,8.380531734,0,1,4
0.1670505835,14.3984286618,0,1,4
0.167794,10.698711,0,1,45
0.168131,10.839785,0,1,62
0.17634856,6.15338822,0,1,4
0.180551,10.91342,0,1,89
0.18176899999999999,12.447015,0,1,86
0.18186,8.07154,1,1,15
0.186576,12.769532,0,1,71
0.191132,10.394378,0,1,113
0.193933,10.87001,1,1,42
0.195384,10.89872,1,1,42
0.198502,10.425581,0,1,91
0.204731,10.859033,1,1,56
0.205113,14.391355,0,1,51
0.205764,10.860874,1,1,49
0.208355,12.898892,0,1,67
0.208607,11.011743,0,1,114
0.224975,10.761604,0,1,105
0.22505359,6.52248242,1,1,2
0.23007859,10.33895628,0,1,13
0.231155,5.954047,0,1,43
0.231894,11.047534,0,1,117
0.234488955242,6.44539170757,0,1,4
0.23706873,9.39242341,0,1,11
0.25136399,17.81476794,0,1,19
0.254152,10.652328,0,1,106
0.25482900000000003,7.478531,0,1,46
0.262439,8.070376,0,1,9
0.266808,5.796481,0,1,10
0.270842,10.947899,0,1,102
0.27102688,8.5968479,0,1,13
0.275674,10.672458,0,1,93
0.280008,6.532596,1,1,21
0.281632484443,15.8219260707,0,1,2
0.282171,7.003789,1,1,25
0.28247339,7.70677778,0,1,3
0.28481495,5.79077085,0,1,7
0.288345,6.834935,0,1,15
0.296292,10.681408,0,1,81
0.302259,10.976682,0,1,143
0.30372,8.492433,1,1,25
0.30403,10.843144,0,1,78
0.304598,13.813147,0,1,54
0.307244,10.891248,0,1,100
0.310501,10.52295,0,1,66
0.313997,7.775511,0,1,11
0.31565534,9.03308492,0,1,9
0.319177,9.207583,0,1,85
0.323749,9.709807,0,1,8
0.325601,6.767743,0,1,25
0.326522,12.860724,0,1,57
0.326889,7.16699,0,1,59
0.3312652439,11.0731878564,0,1,9
0.333343,11.102155,0,1,62
0.334133,13.334079,0,1,63
0.334446,7.139317,0,1,7
0.33524347436,12.060496812,1,1,10
0.336321,12.066752,1,1,31
0.336546,7.310407,1,1,29
0.337565,9.409044,0,1,44
0.340457,6.953207,0,1,48
0.342165,6.740794,0,1,25
0.349074,6.696265,0,1,10
0.349415,10.650402,0,1,110
0.350976,12.056538,1,1,39
0.351532,10.68878,0,1,108
0.35898827938,12.0791912484,1,1,4
0.35956975796,11.1971112211,0,1,15
0.364739,5.844177,0,1,36
0.364794,10.773051,0,1,84
0.36877,12.048887,1,1,46
0.374299,12.064353,1,1,44
0.376907,9.294792,1,1,60
0.377143,12.081904,1,1,38
0.37762333,6.79856016,0,1,2
0.38043181677,12.069451536,1,1,9
0.381428,12.940374,0,1,80
0.385391,14.056807,0,1,75
0.386324,7.557371,0,1,12
0.386662,11.455654,0,1,101
0.3932229,8.17934442,0,1,6
0.395406,6.475914,0,1,5
0.398613,10.595166,0,1,60
0.403988,11.710407,0,1,91
0.4043,7.421194,0,1,23
0.41253964,6.81201565,0,1,8
0.413957,10.937368,0,1,80
0.41628980562,12.0379644919,0,1,18
0.41911878,5.82583671,0,1,9
0.41941565,6.78703632,0,1,1
0.422668,6.88202,0,1,13
0.422815,10.822101,0,1,113
0.423473,8.270915,0,1,61
0.42876895,7.08803543,0,1,4
0.430522,6.071222,1,1,27
0.43776142692,12.194466985,0,1,19
0.440938,6.766258,0,1,38
0.44258499294,11.0329111411,0,1,14
0.44320753065,12.9395281891,0,1,9
0.450754,6.605896,1,1,2
0.457075,9.857763,0,1,115
0.45953110391,15.5400748999,0,1,5
0.459581,8.529733,0,1,22
0.462498,6.632147,1,1,21
0.466223,6.610099,1,1,22
0.468026,6.977575,0,1,18
0.46856368,6.61417997,1,1,6
0.471193,7.137216,1,1,29
0.472614,10.357257,1,1,34
0.47416689,9.45790439,0,1,16
0.474764,7.541831,1,1,10
0.474969,12.256574,0,1,57
0.475257,10.253138,0,1,109
0.47695866,5.82703488,0,1,5
0.479668,6.49486586,0,1,5
0.48122,8.603727,0,1,66
0.483915,5.866324,0,1,12
0.484457,7.150478,1,1,14
0.485279136761,15.7253763482,0,1,2
0.487792,6.615065,0,1,20
0.48911543,7.40143202,1,1,3
0.489497,7.136724,0,1,19
0.494265,6.632395,1,1,13
0.495782,6.479313,0,1,11
0.502593093782,15.6653825661,0,1,3
0.505151,6.106798,0,1,30
0.50703422,6.97867237,1,1,4
0.50884489,8.25120415,1,1,2
0.511734,6.045985,1,1,6
0.513165,6.896419,0,1,34
0.516634,7.826809,1,1,38
0.517757,9.573746,0,1,138
0.519593,6.967628,0,1,45
0.520293,13.435297,1,1,33
0.52431831261,11.9207919259,0,1,13
0.538688,7.696939,0,1,15
0.54143404,7.68657963,0,1,6
0.544105,10.781067,0,1,122
0.545291,8.80575,0,1,72
0.547749,9.999342,0,1,137
0.56276729,6.2797648,0,1,9
0.566285,6.154004,0,1,17
0.57057,9.299042,0,1,79
0.5706393,6.00288204,1,1,2
0.571657,13.091725,0,1,61
0.578437,9.769482,0,1,80
0.579375,10.905664,0,1,105
0.58181529,5.97864715,0,1,3
0.583766,6.28701,0,1,27
0.591706,6.30635,0,1,11
0.59465251,15.35562113,0,1,2
